,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro
5438,2022-07-04,A1LB34,ALBEMARLE CO,1107.55,1107.55,1107.55,1107.55,0,110750
5439,2022-07-04,A1LK34,ALASKA AIR G,222.3,222.3,222.3,222.3,0,66690
5440,2022-07-04,A1LN34,ALNYLAM PHAR,38.69,38.69,38.69,38.69,0,15470
5442,2022-07-04,A1PD34,AIR PRODUCTS,323.48,323.48,323.48,323.48,0,32340
5443,2022-07-04,A1SN34,ASCENDIS PHA,32.21,32.21,32.08,32.08,0,16090
5444,2022-07-04,A1UA34,ANGLOGOLD AS,20.08,20.08,20.08,20.08,0,4010
5445,2022-07-04,A1VB34,AVALONBAY CO,256.52,256.52,256.52,256.52,0,153910
5446,2022-07-04,A1YX34,ALTERYX INC,12.84,12.84,12.84,12.84,0,1280
5454,2022-07-04,ABBV34,ABBVIE,814.53,814.53,814.53,814.53,0,81450
5457,2022-07-11,D1IS34,DISH NETWORK,100.0,100.0,100.0,100.0,0,10000
5458,2022-07-11,D1LR34,DIGITAL REAL,170.85,170.85,170.85,170.85,0,34170
5460,2022-07-11,D1OW34,DOW INC,68.49,68.49,68.49,68.49,0,6840
5461,2022-07-11,D1RE34,DUKE REALTY,297.8,297.8,297.8,297.8,0,29780
5468,2022-07-11,DBAG34,DEUTSCHE AK,42.36,42.67,42.36,42.45,0,34050
5470,2022-07-11,DEAI34,DELTA,157.0,157.0,157.0,157.0,0,62800
5480,2022-07-11,DGCO34,DOLLAR GENER,676.14,676.14,676.14,676.14,0,67610
5486,2022-07-11,DLTR34,DOLLAR TREE,449.24,449.24,449.24,449.24,0,44920
5498,2022-07-22,DLTR34,DOLLAR TREE,473.29,473.29,473.29,473.29,0,47320
5522,2022-07-04,ABTT34,ABBOTT,146.02,146.02,143.95,143.95,0,116600
5524,2022-07-04,ADBE34,ADOBE INC,39.34,39.34,39.34,39.34,0,3930
5573,2022-07-18,B1AX34,BAXTER INTER,174.42,174.42,174.42,174.42,0,87210
5575,2022-07-18,B1DX34,BECTON DICKI,254.02,254.02,254.02,254.02,0,228610
5596,2022-07-11,E1CL34,ECOLAB INC,206.91,206.91,206.91,206.91,0,41380
5605,2022-07-11,E2TS34,ETSY INC,30.9,30.9,30.9,30.9,0,6180
5606,2022-07-11,E2XE34,EXELIXIS INC,57.6,57.6,55.26,55.26,0,16810
5645,2022-07-22,E1QN34,EQUINOR ASA,94.29,94.29,94.29,94.29,0,18850
5647,2022-07-22,E1RI34,ERICSSON LM,20.16,20.16,20.16,20.16,0,4030
5649,2022-07-22,E1WL34,EDWARDS LIFE,140.5,140.5,140.5,140.5,0,14050
5651,2022-07-22,E2NO34,ENOVIS CORP,79.37,79.37,79.37,79.37,0,7930
5652,2022-07-22,E2NT34,ENTEGRIS INC,30.99,30.99,30.99,30.99,0,3090
5653,2022-07-22,E2ST34,ELASTIC NV,35.04,35.04,35.04,35.04,0,3500
5660,2022-07-22,EBAY34,EBAY,127.27,127.92,127.27,127.92,0,38240
5676,2022-07-18,B2RK34,BRUKER CORP,31.99,31.99,31.99,31.99,0,25590
5739,2022-07-04,ASML34,ASML HOLD,2331.14,2331.14,2331.14,2331.14,0,233110
5759,2022-07-04,B1AM34,BROOKFIELD A,59.84,59.84,59.84,59.84,0,11960
5801,2022-07-18,BBUG39,GX CYBERSECT,46.6,46.6,46.6,46.6,0,4660
5805,2022-07-18,BCHQ39,GX MSCICHINA,30.33,30.33,30.03,30.3,0,27180
5808,2022-07-18,BCLO39,GX CLOUD CPT,29.64,29.64,29.49,29.49,0,5910
5809,2022-07-18,BCPX39,GX COPPER MN,30.22,30.3,30.09,30.27,0,24170
5815,2022-07-18,BDRI39,GX AEVEHICLE,39.87,39.87,39.36,39.68,0,15850
5818,2022-07-18,BEDC39,GX TLMEDC DH,33.0,33.0,32.25,32.55,0,13030
5899,2022-07-18,BEWY39,MSCISOUTHKOR,38.91,38.91,38.82,38.82,0,7770
5900,2022-07-18,BEWZ39,MSCI BRAZIL,46.41,46.96,46.41,46.96,0,9330
5907,2022-07-18,BGOV39,BKR US TREAS,42.93,42.93,42.93,42.93,0,8580
5910,2022-07-18,BHER39,GX GAMES SPT,28.47,28.59,28.26,28.56,0,22770
5913,2022-07-18,BICL39,BKR GL CLEAN,52.3,52.3,52.3,52.3,0,10460
5948,2022-07-22,F1AN34,DIAMONDBACK,310.95,310.95,310.95,310.95,0,31090
5949,2022-07-22,F1FI34,F5 INC,210.36,210.36,210.36,210.36,0,84140
5951,2022-07-22,F1MC34,FMC CORP,290.7,290.7,290.7,290.7,0,174420
5962,2022-07-04,BEGD39,TRTMSCI EAFE,41.39,41.39,41.39,41.39,0,4130
5963,2022-07-04,BEGU39,TRUSTMSCI US,45.11,45.11,45.11,45.11,0,18040
5966,2022-07-04,BEWH39,MSCIHONGKONG,39.46,39.46,39.46,39.46,0,3940
5968,2022-07-04,BEWQ39,MSCI FRANCE,40.25,40.25,40.25,40.25,0,16100
5969,2022-07-04,BEWY39,MSCISOUTHKOR,38.39,38.39,38.39,38.39,0,11510
5970,2022-07-04,BEWZ39,MSCI BRAZIL,48.37,48.37,48.37,48.37,0,4830
5973,2022-07-04,BGRT39,GLOBAL REIT,43.7,43.7,43.7,43.7,0,4370
5992,2022-07-11,F1AN34,DIAMONDBACK,303.0,305.48,302.22,305.48,0,181730
6018,2022-07-18,BILB34,BILBAOVIZ,22.27,22.46,22.27,22.46,0,8960
6045,2022-07-22,F1RA34,FRANKLIN RES,138.7,138.7,138.7,138.7,0,13870
6046,2022-07-22,F1SL34,FASTLY INC,6.4,6.4,6.4,6.4,0,640
6047,2022-07-22,F2IC34,FAIR ISAAC C,57.32,57.32,57.32,57.32,0,5730
6048,2022-07-22,F2IV34,FIVE9 INC,36.32,36.32,36.32,36.32,0,3630
6082,2022-07-04,BITO39,CORE SP TOTA,44.81,44.81,44.81,44.81,0,26880
6085,2022-07-04,BIXJ39,GLOBALHEALTH,53.42,53.42,53.42,53.42,0,26710
6126,2022-07-11,FSLR34,FIRST SOLAR,186.48,186.48,186.48,186.48,0,18640
6133,2022-07-11,G1FI34,GOLD FIELDS,24.62,24.7,24.58,24.58,0,12320
6135,2022-07-11,G1PC34,GENUINE PART,367.92,367.92,367.92,367.92,0,147160
6137,2022-07-11,G1RM34,GARMIN LTD,272.33,272.33,272.33,272.33,0,27230
6138,2022-07-18,BLPA39,GX MLP ETF,51.52,51.6,51.25,51.6,0,20590
6139,2022-07-18,BLPX39,GX MLP EN IN,52.4,52.8,52.4,52.75,0,21030
6150,2022-07-18,BMKS3,BIC MONARK,263.97,263.97,236.97,236.97,0,221370
6167,2022-07-18,BOTZ39,GX ROBOTC AI,28.14,28.14,27.99,27.99,0,11220
6170,2022-07-22,FLTC34,FLEETCOR TEC,299.1,299.1,299.1,299.1,0,89730
6189,2022-07-22,G1PI34,GLOBAL PAYME,162.88,162.88,162.88,162.88,0,65150
6192,2022-07-22,G2NT34,GENTEX CORP,36.72,36.72,36.72,36.72,0,7340
6210,2022-07-04,BNDA39,MSCI INDIA,52.3,52.3,52.3,52.3,0,26150
6231,2022-07-11,G1SK34,GSK PLC,45.19,45.5,45.18,45.5,0,31750
6241,2022-07-11,GEOO34,GE,330.32,330.32,330.19,330.19,0,264190
6280,2022-07-18,BPVE39,GX INFRA DEV,41.8,41.84,41.8,41.84,0,8360
6282,2022-07-18,BQYL39,GX NASDAQ100,32.35,32.4,32.25,32.4,0,22600
6309,2022-07-22,GILD34,GILEAD,167.17,167.17,167.17,167.17,0,83580
6369,2022-07-11,GPRK34,GEOPARK LTD,62.82,62.82,62.82,62.82,0,31410
6381,2022-07-11,H1BI34,HANESBRANDS,57.72,57.72,57.72,57.72,0,17310
6382,2022-07-11,H1CA34,HCA HEALTHCA,457.2,457.2,457.2,457.2,0,45720
6385,2022-07-11,H1SB34,HSBC HOLDING,42.2,42.2,42.2,42.2,0,29540
6410,2022-07-18,BSHY39,BKR 1 3 YRTR,55.38,55.38,55.38,55.38,0,16610
6419,2022-07-22,GPSI34,GAP,51.99,51.99,50.73,50.73,0,15340
6435,2022-07-22,H1SB34,HSBC HOLDING,42.89,42.89,42.89,42.89,0,8570
6436,2022-07-22,H1ST34,HOST HOTELS,92.52,92.52,92.52,92.52,0,27750
6438,2022-07-22,H1ZN34,HORIZON THER,45.78,45.78,45.78,45.78,0,13730
6439,2022-07-22,H2UB34,HUBSPOT INC,32.44,32.44,32.44,32.44,0,12970
6460,2022-07-04,BSCZ39,BKR MS EAFE,35.87,35.87,35.87,35.87,0,3580
6473,2022-07-04,BUSR39,CORE US REIT,47.81,47.81,47.45,47.45,0,38110
6475,2022-07-04,C1CL34,CARNIVAL COR,47.1,47.1,47.1,47.1,0,4710
6476,2022-07-04,C1FG34,CITIZENS FIN,193.61,193.61,193.61,193.61,0,38720
6477,2022-07-04,C1GP34,COSTAR GROUP,3.3,3.3,3.29,3.29,0,2630
6521,2022-07-18,BUSR39,CORE US REIT,47.2,48.5,47.2,48.36,0,43340
6523,2022-07-18,C1AH34,CARDINAL HEA,296.54,296.54,296.54,296.54,0,118610
6524,2022-07-18,C1BL34,CHUBB LTD,246.24,246.24,246.24,246.24,0,73870
6531,2022-07-18,C1MG34,CHIPOTLE MEX,358.02,358.02,358.02,358.02,0,35800
6532,2022-07-18,C1NS34,CELANESE COR,296.38,296.38,296.38,296.38,0,59270
6533,2022-07-18,C1OO34,COOPER COMPA,158.72,158.72,158.49,158.49,0,31720
6537,2022-07-18,C1TX34,CITRIX SYSTE,275.0,275.0,275.0,275.0,0,220000
6538,2022-07-18,C2GN34,COGNEX CORP,30.41,30.41,30.41,30.41,0,27360
6540,2022-07-18,C2RW34,CROWDSTRIKE,44.55,44.55,44.55,44.55,0,8910
6607,2022-07-11,HONB34,HONEYWELL,926.22,926.22,926.22,926.22,0,185240
6608,2022-07-11,HOND34,HONDA MO,129.01,129.01,129.01,129.01,0,64500
6613,2022-07-11,HPQB34,HP COMPANY,169.07,169.07,169.07,169.07,0,16900
6625,2022-07-11,I1DX34,IDEXX LABORA,394.4,394.4,394.4,394.4,0,39440
6627,2022-07-11,I1RM34,IRON MOUNTAI,257.27,257.27,257.27,257.27,0,25720
6628,2022-07-11,I1SR34,INTUITIVE SU,109.12,110.6,109.12,110.16,0,99300
6629,2022-07-11,I1VZ34,INVESCO LTD,77.35,84.05,77.35,84.05,0,32280
6744,2022-07-11,INGG34,ING GROEP,50.1,50.1,50.1,50.1,0,25050
6785,2022-07-04,CRIP34,CTRIPCOM,143.0,143.0,143.0,143.0,0,28600
6876,2022-07-18,CTSH34,COGNIZANT,352.44,352.44,352.44,352.44,0,35240
6913,2022-07-11,K2CG34,KINGSOFT CHL,3.43,3.43,3.43,3.43,0,340
6929,2022-07-11,KMBB34,KIMBERLY CL,705.51,722.01,705.51,722.01,0,431200
6957,2022-07-18,D1EL34,DELL TECHNOL,234.48,234.48,234.48,234.48,0,117240
6959,2022-07-18,D1FS34,DISCOVER FIN,285.0,285.0,285.0,285.0,0,228000
6960,2022-07-18,D1HI34,DR HORTON IN,394.14,394.14,394.14,394.14,0,39410
6969,2022-07-18,D2TC34,DYNATRACE IN,25.94,25.94,25.94,25.94,0,2590
6986,2022-07-04,D1EL34,DELL TECHNOL,229.5,229.5,229.5,229.5,0,22950
6987,2022-07-04,D1EX34,DEXCOM INC,8.02,8.36,8.02,8.36,0,7450
6995,2022-07-04,DBAG34,DEUTSCHE AK,44.0,44.0,44.0,44.0,0,8800
6999,2022-07-04,DEOP34,DIAGEO PL,910.26,910.26,910.26,910.26,0,91020
7006,2022-07-11,L1FC34,CHINA LIFE I,21.03,21.11,21.03,21.11,0,14720
7009,2022-07-11,L1VS34,LAS VEGAS SA,38.45,38.45,34.64,34.64,0,7300
7034,2022-07-11,LOWC34,LOWES COMPA,484.74,484.74,484.74,484.74,0,48470
7082,2022-07-04,DUKB34,DUKE ENERGY,571.35,571.35,571.35,571.35,0,114270
7087,2022-07-04,E1DI34,CONSOLIDATED,255.72,255.72,255.72,255.72,0,25570
7118,2022-07-11,M2AS34,MASIMO CORP,23.8,23.8,23.56,23.56,0,18940
7119,2022-07-11,M2PR34,MONOLI POWER,34.79,34.79,34.79,34.79,0,3470
7120,2022-07-11,M2PW34,MEDICAL P TR,41.88,41.88,41.88,41.88,0,4180
7142,2022-07-18,E2NP34,ENPHASE ENER,45.2,45.2,45.2,45.2,0,22600
7143,2022-07-18,E2NT34,ENTEGRIS INC,28.91,28.91,28.91,28.91,0,23120
7145,2022-07-18,E2ST34,ELASTIC NV,32.88,32.88,32.88,32.88,0,3280
7147,2022-07-18,E2XE34,EXELIXIS INC,58.06,58.06,58.06,58.06,0,17410
7351,2022-07-04,F1AN34,DIAMONDBACK,314.96,314.96,314.96,314.96,0,62990
7352,2022-07-04,F1NI34,FIDELITY NAT,30.68,30.68,30.68,30.68,0,3060
7353,2022-07-04,F1RA34,FRANKLIN RES,126.16,126.16,126.16,126.16,0,12610
7378,2022-07-18,F1BH34,FORTUNE BRAN,342.4,342.4,342.4,342.4,0,68480
7379,2022-07-18,F1FI34,F5 INC,199.02,199.02,199.02,199.02,0,39800
7380,2022-07-18,F1MC34,FMC CORP,272.17,272.17,272.17,272.17,0,108860
7383,2022-07-18,F2IV34,FIVE9 INC,34.1,34.1,34.1,34.1,0,6820
7384,2022-07-18,F2VR34,FIVERR INTL,9.08,9.08,9.08,9.08,0,900
7420,2022-07-11,N1BI34,NEUROCRINE B,26.04,26.04,26.04,26.04,0,5200
7421,2022-07-11,N1DA34,NASDAQ INC,419.01,419.01,416.0,416.97,0,208730
7423,2022-07-11,N1OW34,SERVICENOW,52.9,52.9,52.9,52.9,0,5290
7425,2022-07-11,N1VS34,NOVARTIS AG,45.48,45.48,45.48,45.48,0,4540
7449,2022-07-04,FSLR34,FIRST SOLAR,183.07,183.07,183.07,183.07,0,54920
7456,2022-07-04,G1LP34,GALAPAGOS NV,14.9,14.9,14.9,14.9,0,1490
7457,2022-07-04,G1SK34,GSK PLC,46.4,46.4,46.4,46.4,0,23200
7474,2022-07-18,FLTC34,FLEETCOR TEC,287.56,287.56,287.56,287.56,0,57510
7475,2022-07-18,FMSC34,FRESENIUS,130.3,130.3,124.15,124.15,0,25440
7496,2022-07-18,G1PI34,GLOBAL PAYME,153.12,153.12,153.12,153.12,0,45930
7500,2022-07-18,G2NT34,GENTEX CORP,37.51,37.51,37.51,37.51,0,18750
7501,2022-07-18,G2WR34,GUIDEWIRE SW,32.11,32.11,32.11,32.11,0,3210
7508,2022-07-11,NOCG34,NORTHROP GRU,505.81,506.48,505.81,506.48,0,101220
7517,2022-07-11,O1KT34,OKTA INC,26.94,26.94,26.94,26.94,0,2690
7610,2022-07-11,P2CY34,PAYLOCITY,32.1,33.64,32.1,33.64,0,6570
7613,2022-07-11,P2NB34,PENUMBRA,23.32,23.32,23.32,23.32,0,2330
7614,2022-07-11,P2OD34,INSULET CORP,41.0,41.0,41.0,41.0,0,8200
7626,2022-07-04,GPSI34,GAP,40.01,40.01,40.01,40.01,0,12000
7637,2022-07-04,H1CA34,HCA HEALTHCA,456.18,456.18,456.18,456.18,0,91230
7639,2022-07-04,H1ST34,HOST HOTELS,81.52,81.52,81.52,81.52,0,8150
7668,2022-07-18,GPSI34,GAP,48.21,48.21,48.21,48.21,0,19280
7680,2022-07-18,H1AS34,HASBRO INC,214.38,214.38,214.38,214.38,0,171500
7805,2022-07-18,I1DX34,IDEXX LABORA,391.2,391.2,391.2,391.2,0,117360
7806,2022-07-18,I1FF34,FLAVOR FLAGR,310.31,310.31,310.31,310.31,0,62060
7816,2022-07-04,IBMB34,IBM,742.87,742.87,742.87,742.87,0,74280
7869,2022-07-11,PTCH34,PETROCHIN,239.89,241.68,239.89,241.68,0,193090
7877,2022-07-18,IBMB34,IBM,750.12,752.4,750.12,752.4,0,225260
7918,2022-07-04,JDCO34,JD COM,351.46,351.46,351.46,351.46,0,35140
7946,2022-07-18,J1CI34,JOHNSON CONT,253.5,253.5,253.5,253.5,0,50700
7947,2022-07-18,J2AZ34,JAZZ PHARMAC,55.98,55.98,55.98,55.98,0,27990
7980,2022-07-11,R1IN34,REALTY INCOM,184.12,185.84,184.12,185.84,0,111110
7984,2022-07-11,R2NG34,RINGCENTRAL,11.16,11.16,11.16,11.16,0,2230
8023,2022-07-04,L1IN34,LINDE PLC,380.37,380.92,380.37,380.92,0,114220
8024,2022-07-04,L1MN34,LUMEN TECH,59.5,59.5,59.5,59.5,0,5950
8033,2022-07-18,K1EL34,KELLOGG CO,194.67,194.67,194.67,194.67,0,19460
8035,2022-07-18,K1LA34,KLA CORP,447.58,447.58,447.58,447.58,0,44750
8037,2022-07-18,K1RC34,KROGER CO,258.18,258.18,258.18,258.18,0,103270
8038,2022-07-18,K1SG34,KEYSIGHT TEC,382.99,382.99,382.99,382.99,0,76590
8090,2022-07-04,M1CK34,MCKESSON COR,431.14,439.04,431.14,439.04,0,87010
8129,2022-07-18,L1BT35,LIBERTY GLOB,28.51,28.51,28.51,28.51,0,2850
8130,2022-07-18,L1CA34,LABORATORY C,328.6,328.6,328.04,328.04,0,164130
8132,2022-07-18,L1EG34,LEGGETT PL,200.5,200.5,200.5,200.5,0,20050
8140,2022-07-18,L2SI34,LIFE STORAGE,40.65,40.65,40.65,40.65,0,16260
8155,2022-07-04,M1RO34,MARATHON OIL,116.79,116.79,116.79,116.79,0,81750
8157,2022-07-04,M1UF34,MITSUBISHI U,32.0,32.0,31.0,31.0,0,9400
8158,2022-07-04,M2PW34,MEDICAL P TR,40.93,40.93,39.52,39.52,0,16090
8174,2022-07-04,MDLZ34,MONDELEZ INT,168.48,168.48,168.48,168.48,0,101080
8223,2022-07-22,I1LM34,ILLUMINA INC,221.12,221.12,221.12,221.12,0,110560
8250,2022-07-11,REGN34,REGENERON PH,658.45,663.0,658.45,663.0,0,330130
8307,2022-07-04,MOOO34,ALTRIA GROUP,226.44,226.44,226.4,226.4,0,45280
8312,2022-07-18,M2PR34,MONOLI POWER,37.15,37.15,37.15,37.15,0,11140
8313,2022-07-18,M2PW34,MEDICAL P TR,42.9,43.02,42.9,43.02,0,8590
8398,2022-07-04,N1TR34,NORTHERN TRU,260.91,260.91,260.91,260.91,0,26090
8399,2022-07-04,N1UE34,NUCOR CORP,553.02,553.02,553.02,553.02,0,55300
8447,2022-07-22,K1LA34,KLA CORP,485.76,485.76,485.76,485.76,0,145720
8489,2022-07-11,S2ED34,SOLAR TECH,42.67,42.67,42.67,42.67,0,29860
8492,2022-07-11,S2MA34,SMARTSHEET,22.12,22.2,21.88,21.88,0,8820
8494,2022-07-04,N1VS34,NOVARTIS AG,44.38,44.38,44.38,44.38,0,4430
8514,2022-07-04,NOKI34,NOKIA CORP,24.91,24.91,24.91,24.91,0,9960
8538,2022-07-22,L1CA34,LABORATORY C,337.62,337.62,337.62,337.62,0,202570
8540,2022-07-22,L1FC34,CHINA LIFE I,20.41,20.41,20.41,20.41,0,2040
8541,2022-07-22,L1MN34,LUMEN TECH,57.24,57.24,57.24,57.24,0,5720
8543,2022-07-22,L1YG34,LLOYDS BANKI,11.32,11.32,11.32,11.32,0,1130
8596,2022-07-22,LMTB34,LOCKHEED,2172.4,2172.4,2167.83,2167.83,0,434020
8617,2022-07-22,M1DB34,MONGODB INC,82.85,82.85,82.85,82.85,0,8280
8626,2022-07-18,N2VC34,NOVOCURE,38.87,38.87,38.87,38.87,0,15540
8661,2022-07-04,ORCL34,ORACLE,63.37,63.37,63.37,63.37,0,6330
8671,2022-07-04,P1DD34,PINDUODUO IN,35.0,35.0,35.0,35.0,0,3500
8672,2022-07-04,P2AT34,UIPATH INC,12.27,12.27,12.27,12.27,0,1220
8674,2022-07-04,P2LT34,PALANTIRTECH,16.49,16.49,16.49,16.49,0,6590
8719,2022-07-18,O1MC34,OMNICOM GROU,178.14,178.14,178.14,178.14,0,106880
8745,2022-07-22,M1RO34,MARATHON OIL,120.5,120.5,120.5,120.5,0,108450
8747,2022-07-22,M1SI34,MOTOROLA SOL,302.04,302.04,302.04,302.04,0,30200
8749,2022-07-22,M2AS34,MASIMO CORP,25.18,25.18,25.18,25.18,0,10070
8750,2022-07-22,M2PR34,MONOLI POWER,39.52,39.52,39.52,39.52,0,7900
8818,2022-07-11,SLBG34,SCHLUMBERGER,90.3,90.3,90.3,90.3,0,27090
8874,2022-07-18,P1SX34,PHILLIPS 66,219.8,224.75,219.8,224.75,0,44450
8875,2022-07-18,P1YC34,PAYCOM SOFTW,54.54,54.54,54.54,54.54,0,5450
8879,2022-07-18,P2NB34,PENUMBRA,21.74,21.74,21.74,21.74,0,13040
8881,2022-07-18,P2ST34,PURE STORAGE,35.15,35.15,35.15,35.15,0,3510
8882,2022-07-18,P2TC34,PTC INC,37.31,37.31,37.31,37.31,0,3730
8958,2022-07-22,N1BI34,NEUROCRINE B,26.46,26.46,26.43,26.43,0,10580
9008,2022-07-11,STZB34,CONSTELLATIO,321.01,321.01,321.01,321.01,0,160500
9025,2022-07-04,PTCH34,PETROCHIN,246.35,254.37,246.35,254.37,0,50070
9035,2022-07-04,QCOM34,QUALCOMM,54.7,54.7,53.66,53.77,0,48940
9058,2022-07-22,N1VO34,NOVO NORDISK,78.6,78.6,78.6,78.6,0,15720
9113,2022-07-18,Q1RV34,QORVO INC,266.0,266.0,266.0,266.0,0,26600
9119,2022-07-11,T1WL34,TWILIO INC,18.49,18.49,18.49,18.49,0,11090
9123,2022-07-11,T2ND34,TAND DIABETE,20.33,20.33,20.33,20.33,0,4060
9124,2022-07-11,T2PX34,TEMPUR SEALY,29.88,29.88,29.88,29.88,0,2980
9125,2022-07-11,T2RM34,TRIMBLE INC,31.58,31.58,31.58,31.58,0,3150
9218,2022-07-18,R1MD34,RESMED INC,295.71,295.71,295.71,295.71,0,118280
9219,2022-07-18,R1OP34,ROPER TECHNO,213.65,213.65,213.65,213.65,0,21360
9221,2022-07-18,R2GE34,REPLIGEN,29.03,29.03,29.03,29.03,0,17410
9222,2022-07-18,R2NG34,RINGCENTRAL,10.84,10.84,10.84,10.84,0,5420
9245,2022-07-04,REGN34,REGENERON PH,625.9,625.9,625.9,625.9,0,312950
9294,2022-07-11,TMCO34,TOYOTAMO,836.4,836.4,832.03,832.03,0,250480
9307,2022-07-22,P1PG34,PPG INDUSTRI,344.3,344.3,344.3,344.3,0,137720
9310,2022-07-22,P1YC34,PAYCOM SOFTW,59.4,59.4,59.4,59.4,0,35640
9315,2022-07-22,P2LN34,PLANETFITNES,54.39,54.39,54.18,54.18,0,16290
9371,2022-07-04,S1BS34,SIBANYE STIL,27.04,27.04,27.04,27.04,0,5400
9375,2022-07-04,S1MF34,SUMITOMO MIT,31.52,31.52,31.52,31.52,0,3150
9377,2022-07-04,S1RE34,SEMPRA,200.18,200.18,200.18,200.18,0,140120
9378,2022-07-04,S1TE34,STERIS PLC,55.22,55.22,55.22,55.22,0,5520
9379,2022-07-04,S2EA34,SEA LTD,14.97,14.97,14.9,14.9,0,7470
9383,2022-07-04,S2UI34,SUN COMMUN,43.31,43.31,43.02,43.02,0,17260
9439,2022-07-11,TSNF34,TYSON FOODS,440.25,440.25,440.25,440.25,0,88050
9446,2022-07-11,U1AL34,UNITED AIRLI,94.45,94.45,94.45,94.45,0,9440
9512,2022-07-22,PTCH34,PETROCHIN,254.0,254.0,254.0,254.0,0,25400
9571,2022-07-18,S1SN34,SSC TECHNOL,53.02,53.02,53.02,53.02,0,5300
9572,2022-07-18,S1TX34,SEAGATE HOLD,419.73,419.73,419.73,419.73,0,293810
9574,2022-07-18,S1YK34,STRYKER CORP,256.51,256.51,256.51,256.51,0,230850
9575,2022-07-18,S1YY34,SYSCO CORP,236.47,236.47,233.78,233.78,0,163910
9583,2022-07-11,ULEV34,UNILEVER,245.01,245.27,245.01,245.06,0,195860
9603,2022-07-11,V1OD34,VODAFONE GRO,41.2,41.2,41.2,41.2,0,24720
9613,2022-07-22,Q2SC34,QUANTUMSCAPE,19.96,19.96,19.96,19.96,0,3990
9623,2022-07-22,R1IN34,REALTY INCOM,194.18,194.18,194.18,194.18,0,58290
9626,2022-07-22,R2GE34,REPLIGEN,36.58,36.58,36.58,36.58,0,25600
9627,2022-07-22,R2NG34,RINGCENTRAL,11.99,11.99,11.99,11.99,0,2390
9655,2022-07-04,SNEC34,SONY GROUP,430.05,435.33,430.05,435.33,0,259860
9672,2022-07-18,S2MA34,SMARTSHEET,20.84,20.84,20.84,20.84,0,4160
9677,2022-07-18,S2TW34,STARWOOD PRO,38.5,39.0,38.5,39.0,0,15500
9780,2022-07-04,T1EV34,TEVA PHARMAC,19.84,20.6,19.84,20.6,0,8080
9782,2022-07-04,T1SS34,TENARIS SA,68.1,68.1,68.1,68.1,0,34050
9790,2022-07-04,TAKP34,TAKEDAPH,75.27,75.27,75.27,75.27,0,7520
9849,2022-07-11,W2OL34,WOLFSPEED IN,24.04,24.04,24.04,24.04,0,2400
9945,2022-07-04,TGTB34,TARGET CORP,763.09,763.09,763.09,763.09,0,305230
9949,2022-07-04,TMCO34,TOYOTAMO,834.28,834.28,816.48,816.48,0,577930
9963,2022-07-11,X1EL34,XCEL ENERGY,185.79,185.79,185.79,185.79,0,18570
9994,2022-07-22,S1GE34,SEAGEN,47.07,47.07,47.07,47.07,0,14120
9996,2022-07-22,S1IV34,SVB FINANCIA,493.39,493.39,493.39,493.39,0,49330
9997,2022-07-22,S1KM34,SK TELECOM C,29.94,30.06,29.94,30.06,0,17970
9998,2022-07-22,S1LG34,SL GREEN REA,133.37,133.6,133.37,133.6,0,80130
10001,2022-07-22,S1OU34,SOUTHWEST AI,222.89,222.89,222.89,222.89,0,22280
10002,2022-07-22,S1PL34,SPLUNK INC,29.53,29.53,29.53,29.53,0,2950
10004,2022-07-22,S1RP34,SAREPTA THER,23.1,23.3,23.1,23.3,0,6970
10005,2022-07-22,S1SN34,SSC TECHNOL,57.43,57.43,57.43,57.43,0,5740
10012,2022-07-22,S2ED34,SOLAR TECH,46.17,46.17,45.47,45.47,0,13710
10017,2022-07-18,T1CH34,BIO-TECHNE C,60.84,60.84,60.84,60.84,0,42580
10019,2022-07-18,T1FX34,TELEFLEX INC,132.54,132.54,132.54,132.54,0,26500
10020,2022-07-18,T1LK34,PT TELEKOMUN,73.9,73.9,73.9,73.9,0,14780
10021,2022-07-18,T1MU34,T-MOBILE US,364.26,364.26,364.26,364.26,0,72850
10029,2022-07-18,T2ND34,TAND DIABETE,19.54,19.54,19.54,19.54,0,7810
10033,2022-07-18,T2YL34,TYLER TECH,31.08,31.08,31.08,31.08,0,9320
10069,2022-07-04,TXSA34,TERNIUMSA,193.41,193.41,193.41,193.41,0,19340
10074,2022-07-04,U2ST34,UNITY SOFTWR,9.9,9.9,9.9,9.9,0,990
10081,2022-07-11,Z2SC34,ZSCALER INC,28.82,28.82,28.82,28.82,0,2880
10092,2022-07-12,A1BB34,ABB LTD,36.14,36.14,36.14,36.14,0,3610
10093,2022-07-12,A1CR34,AMCOR PLC,67.83,67.83,67.83,67.83,0,6780
10094,2022-07-12,A1DM34,ARCHER DANIE,399.04,399.04,399.04,399.04,0,119710
10095,2022-07-12,A1EG34,AEGON NV,22.56,22.84,22.56,22.62,0,13610
10096,2022-07-12,A1LB34,ALBEMARLE CO,1077.49,1077.49,1077.49,1077.49,0,107740
10098,2022-07-12,A1LN34,ALNYLAM PHAR,39.2,39.8,39.2,39.8,0,15800
10101,2022-07-12,A1MT34,APPLIED MATE,480.26,484.0,480.26,484.0,0,193220
10103,2022-07-12,A1RE34,ALEXANDRIA R,195.05,195.05,194.01,194.01,0,58300
